ZIPCODE,CITY,STATE,LINEHAUL
37820,New Market,TN,1664.26
41232,Lowmansville,KY,1664.26
43725,Cambridge,OH,1664.26
44483,Warren,OH,1664.26
44620,Dellroy,OH,1664.26
45653,Minford,OH,1664.26
45663,West Portsmouth,OH,1664.26
45711,Amesville,OH,1664.26
13118,Moravia,NY,1523.66
13411,New Berlin,NY,1523.66
14817,Brooktondale,NY,1523.66
14867,Newfield,NY,1523.66
14897,Whitesville,NY,1523.66
16342,Polk,PA,1523.66
16420,Grand Valley,PA,1523.66
01028,East Longmeadow,MA,1523.66
01085,Westfield,MA,1523.66
01109,Springfield,MA,1523.66
01118,Springfield,MA,1523.66
06076,Stafford Springs,CT,1523.66
06351,Jewett City,CT,1523.66
12033,Castleton on Hudson,NY,1523.66
12115,Malden Bridge,NY,1523.66
12136,Old Chatham,NY,1523.66
12144,Rensselaer,NY,1523.66
12202,Albany,NY,1523.66
12206,Albany,NY,1523.66
12247,Albany,NY,1523.66
12260,Albany,NY,1523.66
01103,Springfield,MA,1523.66
01104,Springfield,MA,1523.66
01144,Springfield,MA,1523.66
02804,Ashaway,RI,1523.66
06266,South Windham,CT,1523.66
12029,Canaan,NY,1523.66
12067,Feura Bush,NY,1523.66
12209,Albany,NY,1523.66
12223,Albany,NY,1523.66
12226,Albany,NY,1523.66
41166,Quincy,KY,1671.66
43788,Summerfield,OH,1671.66
44481,Warren,OH,1671.66
44621,Dennison,OH,1671.66
45682,South Webster,OH,1671.66
45745,Lower Salem,OH,1671.66
30442,Millen,GA,1523.66
30450,Portal,GA,1523.66
30535,Demorest,GA,1523.66
30563,Mount Airy,GA,1523.66
30629,Comer,GA,1523.66
30631,Crawfordville,GA,1523.66
37879,Tazewell,TN,1671.66
13063,Fabius,NY,1523.66
13084,La Fayette,NY,1523.66
13355,Hubbardsville,NY,1523.66
13415,New Lisbon,NY,1523.66
13846,Treadwell,NY,1523.66
14748,Kill Buck,NY,1523.66
16125,Greenville,PA,1523.66
16746,Roulette,PA,1523.66
13346,Hamilton,NY,1531.06
13796,Laurens,NY,1531.06
13806,Meridale,NY,1531.06
14706,Allegany,NY,1531.06
14760,Olean,NY,1531.06
14808,Atlanta,NY,1531.06
14878,Rock Stream,NY,1531.06
16350,Sugar Grove,PA,1531.06
40865,Putney,KY,1671.66
41141,Garrison,KY,1671.66
41540,Lick Creek,KY,1671.66
41751,Jeff,KY,1671.66
43723,Byesville,OH,1671.66
44404,Burghill,OH,1671.66
44411,Deerfield,OH,1671.66
44444,Newton Falls,OH,1671.66
44675,Sherrodsville,OH,1671.66
44683,Uhrichsville,OH,1671.66
45651,Mc Arthur,OH,1671.66
45764,Nelsonville,OH,1671.66
01107,Springfield,MA,1531.06
01128,Springfield,MA,1531.06
01129,Springfield,MA,1531.06
02833,Hopkinton,RI,1531.06
12054,Delmar,NY,1531.06
12076,Gilboa,NY,1531.06
12159,Slingerlands,NY,1531.06
12204,Albany,NY,1531.06
12208,Albany,NY,1531.06
30441,Midville,GA,1531.06
31045,Jewell,GA,1531.06
31320,Midway,GA,1531.06
37825,New Tazewell,TN,1671.66
37848,Powder Springs,TN,1671.66
40873,Wallins Creek,KY,1671.66
41171,Sandy Hook,KY,1671.66
41554,Phyllis,KY,1671.66
41817,Garner,KY,1671.66
43754,Lewisville,OH,1671.66
44430,Leavittsburg,OH,1671.66
45613,Beaver,OH,1671.66
45672,Ray,OH,1671.66
45715,Beverly,OH,1671.66
45786,Waterford,OH,1671.66
28904,Hayesville,NC,1531.06
12474,Roxbury,NY,1531.06
13334,Eaton,NY,1531.06
14418,Branchport,NY,1531.06
14572,Wayland,NY,1531.06
14770,Portville,NY,1531.06
14779,Salamanca,NY,1531.06
16354,Titusville,PA,1531.06
01013,Chicopee,MA,1531.06
01036,Hampden,MA,1531.06
01119,Springfield,MA,1531.06
01151,Indian Orchard,MA,1531.06
06247,Hampton,CT,1531.06
12041,Clarksville,NY,1531.06
01020,Chicopee,MA,1538.46
01245,Monterey,MA,1538.46
02808,Bradford,RI,1538.46
06264,Scotland,CT,1538.46
30511,Baldwin,GA,1538.46
30565,Nicholson,GA,1538.46
30628,Colbert,GA,1538.46
40819,Coldiron,KY,1679.06
41772,Vest,KY,1679.06
41774,Viper,KY,1679.06
44412,Diamond,OH,1679.06
44418,Fowler,OH,1679.06
44601,Alliance,OH,1679.06
44644,Malvern,OH,1679.06
44669,Paris,OH,1679.06
45673,Richmond Dale,OH,1679.06
45721,Coal Run,OH,1679.06
45732,Glouster,OH,1679.06
45734,Graysville,OH,1679.06
45746,Macksburg,OH,1679.06
14738,Frewsburg,NY,1538.46
14807,Arkport,NY,1538.46
14841,Hector,NY,1538.46
16314,Cochranton,PA,1538.46
13342,Garrattsville,NY,1538.46
13418,North Brookfield,NY,1538.46
13751,Davenport Center,NY,1538.46
13810,Mount Vision,NY,1538.46
14895,Wellsville,NY,1538.46
30531,Cornelia,GA,1538.46
31018,Davisboro,GA,1538.46
01089,West Springfield,MA,1538.46
06278,Ashford,CT,1538.46
06331,Canterbury,CT,1538.46
06384,Voluntown,CT,1538.46
12063,East Schodack,NY,1538.46
12123,Nassau,NY,1538.46
12211,Albany,NY,1538.46
40810,Bledsoe,KY,1679.06
41124,Blaine,KY,1679.06
41257,Stambaugh,KY,1679.06
41524,Fedscreek,KY,1679.06
41548,Mouthcard,KY,1679.06
44288,Windham,OH,1679.06
44410,Cortland,OH,1679.06
41224,Inez,KY,1686.46
41274,Wittensville,KY,1686.46
41844,Pippa Passes,KY,1686.46
41862,Topmost,KY,1686.46
45622,Creola,OH,1686.46
45727,Dexter City,OH,1686.46
30477,Wadley,GA,1538.46
30543,Gillsville,GA,1538.46
30549,Jefferson,GA,1538.46
37709,Blaine,TN,1686.46
37865,Seymour,TN,1686.46
13071,Genoa,NY,1538.46
14701,Jamestown,NY,1538.46
14721,Ceres,NY,1538.46
14842,Himrod,NY,1538.46
14843,Hornell,NY,1538.46
01008,Blandford,MA,1538.46
01056,Ludlow,MA,1538.46
02832,Hope Valley,RI,1538.46
06374,Plainfield,CT,1538.46
12061,East Greenbush,NY,1538.46
12147,Rensselaerville,NY,1538.46
12167,Stamford,NY,1538.46
12180,Troy,NY,1538.46
12203,Albany,NY,1538.46
01040,Holyoke,MA,1545.86
01254,Richmond,MA,1545.86
02894,Wood River Junction,RI,1545.86
12059,East Berne,NY,1545.86
12189,Watervliet,NY,1545.86
12205,Albany,NY,1545.86
30510,Alto,GA,1545.86
30820,Mitchell,GA,1545.86
41262,Tomahawk,KY,1686.46
41263,Tutor Key,KY,1686.46
41828,Kite,KY,1686.46
43728,Chesterhill,OH,1686.46
44629,Gnadenhutten,OH,1686.46
45648,Lucasville,OH,1686.46
13120,Nedrow,NY,1545.86
13834,Portlandville,NY,1545.86
14512,Naples,NY,1545.86
16436,Spring Creek,PA,1545.86
13081,King Ferry,NY,1545.86
13122,New Woodstock,NY,1545.86
13310,Bouckville,NY,1545.86
13335,Edmeston,NY,1545.86
14437,Dansville,NY,1545.86
14478,Keuka Park,NY,1545.86
14560,Springwater,NY,1545.86
14741,Great Valley,NY,1545.86
14804,Almond,NY,1545.86
16134,Jamestown,PA,1545.86
30413,Bartow,GA,1545.86
30415,Brooklet,GA,1545.86
30554,Lula,GA,1545.86
30567,Pendergrass,GA,1545.86
30668,Tignall,GA,1545.86
31323,Riceboro,GA,1545.86
37764,Kodak,TN,1693.86
37871,Strawberry Plains,TN,1693.86
02898,Wyoming,RI,1545.86
06242,Eastford,CT,1545.86
12122,Middleburgh,NY,1545.86
12125,New Lebanon,NY,1545.86
12131,North Blenheim,NY,1545.86
40840,Helton,KY,1693.86
41149,Isonville,KY,1693.86
41254,River,KY,1693.86
41701,Hazard,KY,1693.86
41836,Mallie,KY,1693.86
44428,Kinsman,OH,1693.86
44643,Magnolia,OH,1693.86
44688,Waynesburg,OH,1693.86
45654,New Plymouth,OH,1693.86
45789,Wingett Run,OH,1693.86
40870,Totz,KY,1693.86
41214,Debord,KY,1693.86
43762,New Concord,OH,1693.86
43772,Pleasant City,OH,1693.86
44417,Farmdale,OH,1693.86
44470,Southington,OH,1693.86
44641,Louisville,OH,1693.86
44663,New Philadelphia,OH,1693.86
45652,Mc Dermott,OH,1693.86
30646,Hull,GA,1545.86
30660,Rayle,GA,1545.86
37724,Cumberland Gap,TN,1693.86
37752,Harrogate,TN,1693.86
28909,Warne,NC,1545.86
13061,Erieville,NY,1545.86
13205,Syracuse,NY,1545.86
13210,Syracuse,NY,1545.86
13750,Davenport,NY,1545.86
13757,East Meredith,NY,1545.86
14733,Falconer,NY,1545.86
16110,Adamsville,PA,1545.86
16311,Carlton,PA,1545.86
12116,Maryland,NY,1545.86
12183,Troy,NY,1545.86
12196,West Sand Lake,NY,1545.86
12198,Wynantskill,NY,1545.86
01081,Wales,MA,1553.26
01095,Wilbraham,MA,1553.26
01238,Lee,MA,1553.26
06354,Moosup,CT,1553.26
12023,Berne,NY,1553.26
12047,Cohoes,NY,1553.26
41255,Sitka,KY,1693.86
41729,Combs,KY,1693.86
44730,East Canton,OH,1693.86
30571,Sautee Nacoochee,GA,1553.26
13207,Syracuse,NY,1553.26
13215,Syracuse,NY,1553.26
13402,Madison,NY,1553.26
13482,West Burlington,NY,1553.26
14527,Penn Yan,NY,1553.26
14754,Little Genesee,NY,1553.26
14880,Scio,NY,1553.26
16111,Atlantic,PA,1553.26
16360,Townville,PA,1553.26
13202,Syracuse,NY,1553.26
13203,Syracuse,NY,1553.26
13204,Syracuse,NY,1553.26
13224,Syracuse,NY,1553.26
13290,Syracuse,NY,1553.26
13348,Hartwick,NY,1553.26
13465,Solsville,NY,1553.26
13480,Waterville,NY,1553.26
13485,West Edmeston,NY,1553.26
14750,Lakewood,NY,1553.26
16402,Bear Lake,PA,1553.26
16748,Shinglehouse,PA,1553.26
40808,Big Laurel,KY,1701.26
40845,Hulen,KY,1701.26
40988,Stoney Fork,KY,1701.26
41256,Staffordsville,KY,1701.26
43749,Kimbolton,OH,1701.26
44201,Atwater,OH,1701.26
44231,Garrettsville,OH,1701.26
01022,Chicopee,MA,1553.26
01057,Monson,MA,1553.26
02813,Charlestown,RI,1553.26
12084,Guilderland,NY,1553.26
12110,Latham,NY,1553.26
12303,Schenectady,NY,1553.26
12304,Schenectady,NY,1553.26
30575,Talmo,GA,1553.26
30582,Young Harris,GA,1553.26
31313,Hinesville,GA,1553.26
37779,Luttrell,TN,1701.26
30546,Hiawassee,GA,1568.06
37721,Corryton,TN,1701.26
37806,Mascot,TN,1701.26
37882,Townsend,TN,1701.26
40863,Pathfork,KY,1701.26
40965,Middlesboro,KY,1701.26
41179,Vanceburg,KY,1701.26
41240,Paintsville,KY,1701.26
41719,Bonnyman,KY,1701.26
43730,Corning,OH,1701.26
13078,Jamesville,NY,1568.06
13206,Syracuse,NY,1568.06
13208,Syracuse,NY,1568.06
13807,Milford,NY,1568.06
14441,Dresden,NY,1568.06
14743,Hinsdale,NY,1568.06
14755,Little Valley,NY,1568.06
14803,Alfred Station,NY,1568.06
14822,Canaseraga,NY,1568.06
14860,Lodi,NY,1568.06
14886,Trumansburg,NY,1568.06
16404,Centerville,PA,1568.06
01011,Chester,MA,1568.06
01521,Holland,MA,1568.06
06282,Woodstock Valley,CT,1568.06
12024,Brainard,NY,1568.06
12062,East Nassau,NY,1568.06
12085,Guilderland Center,NY,1568.06
12130,Niverville,NY,1568.06
12182,Troy,NY,1568.06
12188,Waterford,NY,1568.06
01075,South Hadley,MA,1568.06
06377,Sterling,CT,1568.06
12018,Averill Park,NY,1568.06
12153,Sand Lake,NY,1568.06
12157,Schoharie,NY,1568.06
12186,Voorheesville,NY,1568.06
12307,Schenectady,NY,1568.06
40858,Mozelle,KY,1708.66
40874,Warbranch,KY,1708.66
43138,Logan,OH,1708.66
43767,Norwich,OH,1708.66
43787,Stockport,OH,1708.66
44272,Rootstown,OH,1708.66
44402,Bristolville,OH,1708.66
44622,Dover,OH,1708.66
45661,Piketon,OH,1708.66
28902,Brasstown,NC,1568.06
30517,Braselton,GA,1568.06
30633,Danielsville,GA,1568.06
30669,Union Point,GA,1568.06
31314,Fort Stewart,GA,1568.06
13219,Syracuse,NY,1568.06
13315,Burlington Flats,NY,1568.06
14710,Ashville,NY,1568.06
14715,Bolivar,NY,1568.06
14731,Ellicottville,NY,1568.06
14740,Gerry,NY,1568.06
16317,Cooperstown,PA,1568.06
16335,Meadville,PA,1568.06
16362,Utica,PA,1568.06
16405,Columbus,PA,1568.06
13147,Scipio Center,NY,1568.06
13214,Syracuse,NY,1568.06
13409,Munnsville,NY,1568.06
13425,Oriskany Falls,NY,1568.06
13864,Willseyville,NY,1568.06
14747,Kennedy,NY,1568.06
14802,Alfred,NY,1568.06
01010,Brimfield,MA,1568.06
01027,Easthampton,MA,1568.06
01033,Granby,MA,1568.06
01069,Palmer,MA,1568.06
01566,Sturbridge,MA,1568.06
12140,Poestenkill,NY,1568.06
12155,Schenevus,NY,1568.06
12308,Schenectady,NY,1568.06
12309,Schenectady,NY,1568.06
40856,Miracle,KY,1708.66
41160,Mazie,KY,1708.66
41260,Thelma,KY,1708.66
41722,Bulan,KY,1708.66
43724,Caldwell,OH,1708.66
43766,New Straitsville,OH,1708.66
44234,Hiram,OH,1708.66
44626,East Sparta,OH,1708.66
44704,Canton,OH,1708.66
45690,Waverly,OH,1708.66
30528,Cleveland,GA,1568.06
30545,Helen,GA,1568.06
30548,Hoschton,GA,1568.06
31082,Sandersville,GA,1568.06
31087,Sparta,GA,1568.06
31315,Fort Stewart,GA,1568.06
30425,Garfield,GA,1582.86
31301,Allenhurst,GA,1582.86
37807,Maynardville,TN,1716.06
01240,Lenox,MA,1582.86
06234,Brooklyn,CT,1582.86
06239,Danielson,CT,1582.86
06259,Pomfret Center,CT,1582.86
12052,Cropseyville,NY,1582.86
12168,Stephentown,NY,1582.86
12169,Stephentown,NY,1582.86
13057,East Syracuse,NY,1582.86
13110,Marietta,NY,1582.86
16923,Genesee,PA,1582.86
16941,Genesee,PA,1582.86
40816,Chappell,KY,1716.06
40958,Kettle Island,KY,1716.06
41159,Martha,KY,1716.06
41222,Hagerhill,KY,1716.06
44266,Ravenna,OH,1716.06
44491,West Farmington,OH,1716.06
44656,Mineral City,OH,1716.06
44702,Canton,OH,1716.06
44703,Canton,OH,1716.06
44707,Canton,OH,1716.06
40351,Morehead,KY,1716.06
40823,Cumberland,KY,1716.06
41219,Flatgap,KY,1716.06
41226,Keaton,KY,1716.06
43782,Shawnee,OH,1716.06
44714,Canton,OH,1716.06
01080,Three Rivers,MA,1582.86
01550,Southbridge,MA,1582.86
02827,Greene,RI,1582.86
12009,Altamont,NY,1582.86
12071,Fultonham,NY,1582.86
12121,Melrose,NY,1582.86
12302,Schenectady,NY,1582.86
13035,Cazenovia,NY,1582.86
13066,Fayetteville,NY,1582.86
13209,Syracuse,NY,1582.86
13314,Brookfield,NY,1582.86
14435,Conesus,NY,1582.86
14507,Middlesex,NY,1582.86
14545,Scottsburg,NY,1582.86
16316,Conneaut Lake,PA,1582.86
16407,Corry,PA,1582.86
13108,Marcellus,NY,1582.86
14462,Groveland,NY,1582.86
14521,Ovid,NY,1582.86
14712,Bemus Point,NY,1582.86
14847,Interlaken,NY,1582.86
14884,Swain,NY,1582.86
16433,Saegertown,PA,1582.86
41216,East Point,KY,1716.06
41234,Meally,KY,1716.06
41238,Oil Springs,KY,1716.06
41271,Williamsport,KY,1716.06
41723,Busy,KY,1716.06
41819,Gordon,KY,1716.06
44255,Mantua,OH,1716.06
44705,Canton,OH,1716.06
44709,Canton,OH,1716.06
44710,Canton,OH,1716.06
45657,Otway,OH,1716.06
28906,Murphy,NC,1582.86
30417,Claxton,GA,1582.86
30601,Athens,GA,1582.86
30678,White Plains,GA,1582.86
31089,Tennille,GA,1582.86
37804,Maryville,TN,1716.06
37914,Knoxville,TN,1716.06
01071,Russell,MA,1582.86
01073,Southampton,MA,1582.86
01266,West Stockbridge,MA,1582.86
01518,Fiskdale,MA,1582.86
02812,Carolina,RI,1582.86
02836,Kenyon,RI,1582.86
02875,Shannock,RI,1582.86
12008,Alplaus,NY,1582.86
01060,Northampton,MA,1590.26
06241,Dayville,CT,1590.26
06281,Woodstock,CT,1590.26
12194,West Fulton,NY,1590.26
13026,Aurora,NY,1590.26
13082,Kirkville,NY,1590.26
13104,Manlius,NY,1590.26
13152,Skaneateles,NY,1590.26
13211,Syracuse,NY,1590.26
13328,Deansboro,NY,1590.26
14782,Sinclairville,NY,1590.26
16434,Spartansburg,PA,1590.26
40313,Clearfield,KY,1738.26
40913,Beverly,KY,1738.26
43727,Chandlersville,OH,1738.26
44680,Strasburg,OH,1738.26
44706,Canton,OH,1738.26
44708,Canton,OH,1738.26
44721,Canton,OH,1738.26
45601,Chillicothe,OH,1738.26
30606,Athens,GA,1590.26
30607,Athens,GA,1590.26
31094,Warthen,GA,1590.26
37924,Knoxville,TN,1738.26
30512,Blairsville,GA,1590.26
30527,Clermont,GA,1590.26
37886,Walland,TN,1738.26
13116,Minoa,NY,1590.26
13212,Syracuse,NY,1590.26
13786,Harpersfield,NY,1590.26
14466,Hemlock,NY,1590.26
14708,Alma,NY,1590.26
14719,Cattaraugus,NY,1590.26
14727,Cuba,NY,1590.26
14767,Panama,NY,1590.26
01255,Sandisfield,MA,1590.26
12027,Burnt Hills,NY,1590.26
12065,Clifton Park,NY,1590.26
12148,Rexford,NY,1590.26
12197,Worcester,NY,1590.26
12306,Schenectady,NY,1590.26
40813,Calvin,KY,1738.26
43720,Blue Rock,OH,1738.26
43756,McConnelsville,OH,1738.26
43758,Malta,OH,1738.26
44093,Williamsfield,OH,1738.26
45616,Blue Creek,OH,1738.26
45647,Londonderry,OH,1738.26
40902,Arjay,KY,1738.26
43152,South Bloomingville,OH,1738.26
43779,Sarahsville,OH,1738.26
44240,Kent,OH,1738.26
44243,Kent,OH,1738.26
13088,Liverpool,NY,1597.66
14415,Bellona,NY,1597.66
30605,Athens,GA,1597.66
30683,Winterville,GA,1597.66
31035,Harrison,GA,1597.66
37866,Sharps Chapel,TN,1738.26
01035,Hadley,MA,1597.66
01062,Florence,MA,1597.66
01201,Pittsfield,MA,1597.66
02822,Exeter,RI,1597.66
02877,Slocum,RI,1597.66
12305,Schenectady,NY,1597.66
01007,Belchertown,MA,1597.66
01050,Huntington,MA,1597.66
01507,Charlton,MA,1597.66
12118,Mechanicville,NY,1597.66
12154,Schaghticoke,NY,1597.66
13041,Clay,NY,1597.66
13326,Cooperstown,NY,1597.66
14544,Rushville,NY,1597.66
14737,Franklinville,NY,1597.66
16131,Hartstown,PA,1597.66
28905,Marble,NC,1597.66
40827,Essie,KY,1738.26
40868,Stinnett,KY,1738.26
41472,West Liberty,KY,1738.26
41602,Auxier,KY,1738.26
41712,Ary,KY,1738.26
41776,Wooton,KY,1738.26
41833,Linefork,KY,1738.26
43149,Rockbridge,OH,1738.26
44450,North Bloomfield,OH,1738.26
44624,Dundee,OH,1738.26
44718,Canton,OH,1738.26
30471,Twin City,GA,1597.66
30642,Greensboro,GA,1597.66
31049,Kite,GA,1597.66
37915,Knoxville,TN,1738.26
37917,Knoxville,TN,1738.26
37918,Knoxville,TN,1738.26
30501,Gainesville,GA,1597.66
30666,Statham,GA,1597.66
37916,Knoxville,TN,1738.26
37938,Knoxville,TN,1738.26
01053,Leeds,MA,1597.66
02815,Clayville,RI,1597.66
02892,West Kingston,RI,1597.66
12056,Duanesburg,NY,1597.66
12064,East Worcester,NY,1597.66
12150,Rotterdam Junction,NY,1597.66
13039,Cicero,NY,1597.66
13090,Liverpool,NY,1597.66
13323,Clinton,NY,1597.66
13491,West Winfield,NY,1597.66
14541,Romulus,NY,1597.66
14561,Stanley,NY,1597.66
14709,Angelica,NY,1597.66
14772,Randolph,NY,1597.66
16440,Venango,PA,1597.66
40862,Partridge,KY,1738.26
40977,Pineville,KY,1738.26
41204,Boons Camp,KY,1738.26
41740,Emmalena,KY,1738.26
44062,Middlefield,OH,1738.26
44241,Streetsboro,OH,1738.26
44278,Tallmadge,OH,1738.26
44681,Sugarcreek,OH,1738.26
45671,Rarden,OH,1738.26
41265,Van Lear,KY,1745.66
41727,Chavies,KY,1745.66
43832,Newcomerstown,OH,1745.66
43837,Port Washington,OH,1745.66
44608,Beach City,OH,1745.66
01038,Hatfield,MA,1605.06
01088,West Hatfield,MA,1605.06
01236,Housatonic,MA,1605.06
02825,Foster,RI,1605.06
06262,Quinebaug,CT,1605.06
12170,Stillwater,NY,1605.06
12185,Valley Falls,NY,1605.06
30566,Oakwood,GA,1605.06
30648,Lexington,GA,1605.06
37803,Maryville,TN,1745.66
37902,Knoxville,TN,1745.66
13031,Camillus,NY,1605.06
13037,Chittenango,NY,1605.06
13164,Warners,NY,1605.06
13337,Fly Creek,NY,1605.06
13477,Vernon Center,NY,1605.06
14171,West Valley,NY,1605.06
14487,Livonia,NY,1605.06
14510,Mount Morris,NY,1605.06
14517,Nunda,NY,1605.06
14714,Black Creek,NY,1605.06
14728,Dewittville,NY,1605.06
16327,Guys Mills,PA,1605.06
13318,Cassville,NY,1605.06
14471,Honeoye,NY,1605.06
14718,Cassadaga,NY,1605.06
16403,Cambridge Springs,PA,1605.06
16406,Conneautville,PA,1605.06
16424,Linesville,PA,1605.06
01039,Haydenville,MA,1605.06
02879,Wakefield,RI,1605.06
02881,Kingston,RI,1605.06
06260,Putnam,CT,1605.06
12019,Ballston Lake,NY,1605.06
12137,Pattersonville,NY,1605.06
12151,Round Lake,NY,1605.06
40979,Roark,KY,1745.66
43155,Sugar Grove,OH,1745.66
43732,Cumberland,OH,1745.66
44021,Burton,OH,1745.66
44224,Stow,OH,1745.66
44260,Mogadore,OH,1745.66
44305,Akron,OH,1745.66
44612,Bolivar,OH,1745.66
44647,Massillon,OH,1745.66
44720,North Canton,OH,1745.66
45650,Lynx,OH,1745.66
30452,Register,GA,1605.06
30504,Gainesville,GA,1605.06
30506,Gainesville,GA,1605.06
30507,Gainesville,GA,1605.06
30622,Bogart,GA,1605.06
30680,Winder,GA,1605.06
37912,Knoxville,TN,1745.66
37919,Knoxville,TN,1745.66
37923,Knoxville,TN,1745.66
37929,Knoxville,TN,1745.66
31316,Ludowici,GA,1605.06
31331,Townsend,GA,1605.06
37909,Knoxville,TN,1753.06
37921,Knoxville,TN,1753.06
37931,Knoxville,TN,1753.06
01002,Amherst,MA,1605.06
01515,East Brookfield,MA,1605.06
01562,Spencer,MA,1605.06
01571,Dudley,MA,1605.06
02882,Narragansett,RI,1605.06
12094,Johnsonville,NY,1605.06
13021,Auburn,NY,1605.06
13027,Baldwinsville,NY,1605.06
13030,Bridgeport,NY,1605.06
16438,Union City,PA,1605.06
41754,Krypton,KY,1753.06
43701,Zanesville,OH,1753.06
43764,New Lexington,OH,1753.06
44262,Munroe Falls,OH,1753.06
44304,Akron,OH,1753.06
44646,Massillon,OH,1753.06
44662,Navarre,OH,1753.06
45684,Stout,OH,1753.06
40939,Fourmile,KY,1753.06
41189,Tollesboro,KY,1753.06
41766,Thousandsticks,KY,1753.06
41775,Wendover,KY,1753.06
44236,Hudson,OH,1753.06
44689,Wilmot,OH,1753.06
45646,Latham,OH,1753.06
01082,Ware,MA,1612.46
01096,Williamsburg,MA,1612.46
01226,Dalton,MA,1612.46
01237,Lanesborough,MA,1612.46
02816,Coventry,RI,1612.46
02817,West Greenwich,RI,1612.46
02818,East Greenwich,RI,1612.46
06243,East Killingly,CT,1612.46
12053,Delanson,NY,1612.46
30401,Swainsboro,GA,1612.46
30677,Watkinsville,GA,1612.46
31096,Wrightsville,GA,1612.46
37870,Speedwell,TN,1753.06
13488,Westford,NY,1612.46
14456,Geneva,NY,1612.46
14724,Clymer,NY,1612.46
14836,Dalton,NY,1612.46
13029,Brewerton,NY,1612.46
13112,Memphis,NY,1612.46
13322,Clayville,NY,1612.46
13408,Morrisville,NY,1612.46
13450,Roseboom,NY,1612.46
14481,Leicester,NY,1612.46
14485,Lima,NY,1612.46
14757,Mayville,NY,1612.46
14781,Sherman,NY,1612.46
16435,Springboro,PA,1612.46
01224,Berkshire,MA,1612.46
01537,North Oxford,MA,1612.46
01542,Rochdale,MA,1612.46
06277,Thompson,CT,1612.46
28901,Andrews,NC,1612.46
41465,Salyersville,KY,1760.46
41749,Hyden,KY,1760.46
43107,Bremen,OH,1760.46
44046,Huntsburg,OH,1760.46
44076,Orwell,OH,1760.46
44202,Aurora,OH,1760.46
44306,Akron,OH,1760.46
44308,Akron,OH,1760.46
44312,Akron,OH,1760.46
45644,Kingston,OH,1760.46
30518,Buford,GA,1612.46
30519,Buford,GA,1612.46
30630,Crawford,GA,1612.46
37920,Knoxville,TN,1760.46
30427,Glennville,GA,1612.46
30619,Arnoldsville,GA,1612.46
30620,Bethlehem,GA,1612.46
30625,Buckhead,GA,1612.46
30667,Stephens,GA,1612.46
13439,Richfield Springs,NY,1612.46
14041,Dayton,NY,1612.46
14101,Machias,NY,1612.46
14454,Geneseo,NY,1612.46
14536,Portageville,NY,1612.46
14729,East Otto,NY,1612.46
14784,Stockton,NY,1612.46
14846,Hunt,NY,1612.46
02831,Hope,RI,1612.46
02857,North Scituate,RI,1612.46
12066,Esperance,NY,1612.46
12138,Petersburg,NY,1612.46
40371,Salt Lick,KY,1760.46
41367,Rowdy,KY,1760.46
41735,Delphia,KY,1760.46
41822,Hindman,KY,1760.46
43802,Adamsville,OH,1760.46
43840,Stone Creek,OH,1760.46
44065,Newbury,OH,1760.46
44303,Akron,OH,1760.46
44310,Akron,OH,1760.46
44311,Akron,OH,1760.46
44632,Hartville,OH,1760.46
41745,Gays Creek,KY,1760.46
43748,Junction City,OH,1760.46
44087,Twinsburg,OH,1760.46
44223,Cuyahoga Falls,OH,1760.46
44302,Akron,OH,1760.46
13060,Elbridge,NY,1612.46
13456,Sauquoit,NY,1612.46
14424,Canandaigua,NY,1612.46
14813,Belmont,NY,1612.46
30421,Collins,GA,1612.46
30542,Flowery Branch,GA,1612.46
01501,Auburn,MA,1612.46
01506,Brookfield,MA,1612.46
02852,North Kingstown,RI,1612.46
02893,West Warwick,RI,1612.46
06255,North Grosvenordale,CT,1612.46
01235,Hinsdale,MA,1612.46
01373,South Deerfield,MA,1612.46
01375,Sunderland,MA,1612.46
01524,Leicester,MA,1612.46
01540,Oxford,MA,1612.46
01607,Worcester,MA,1612.46
02814,Chepachet,RI,1612.46
02874,Saunderstown,RI,1612.46
12093,Jefferson,NY,1612.46
12149,Richmondville,NY,1612.46
13468,Springfield Center,NY,1612.46
14469,Bloomfield,NY,1612.46
16412,Edinboro,PA,1612.46
40935,Flat Lick,KY,1767.86
41348,Lost Creek,KY,1767.86
41352,Mize,KY,1767.86
41831,Leburn,KY,1767.86
44003,Andover,OH,1767.86
44032,Dorset,OH,1767.86
44099,Windsor,OH,1767.86
44301,Akron,OH,1767.86
44307,Akron,OH,1767.86
44320,Akron,OH,1767.86
44613,Brewster,OH,1767.86
44666,North Lawrence,OH,1767.86
30621,Bishop,GA,1612.46
30453,Reidsville,GA,1619.86
37849,Powell,TN,1767.86
13036,Central Square,NY,1619.86
13319,Chadwicks,NY,1619.86
13320,Cherry Valley,NY,1619.86
14472,Honeoye Falls,NY,1619.86
14533,Piffard,NY,1619.86
14585,West Bloomfield,NY,1619.86
14726,Conewango Valley,NY,1619.86
01031,Gilbertville,MA,1619.86
01032,Goshen,MA,1619.86
01225,Cheshire,MA,1619.86
01585,West Brookfield,MA,1619.86
02828,Greenville,RI,1619.86
12010,Amsterdam,NY,1619.86
12020,Ballston Spa,NY,1619.86
12028,Buskirk,NY,1619.86
12074,Galway,NY,1619.86
40360,Owingsville,KY,1767.86
41049,Hillsboro,KY,1767.86
