ZIPCODE,CITY,STATE,LINEHAUL
33890,Zolfo Springs,FL,2559.66
34946,Fort Pierce,FL,2559.66
38376,Shiloh,TN,2789.06
38833,Burnsville,MS,2559.66
38858,Nettleton,MS,2567.06
42086,West Paducah,KY,2796.46
49306,Belmont,MI,2796.46
49315,Byron Center,MI,2796.46
49418,Grandville,MI,2796.46
49509,Wyoming,MI,2796.46
62830,Dix,IL,2796.46
62919,Cave in Rock,IL,2796.46
33872,Sebring,FL,2567.06
34982,Fort Pierce,FL,2567.06
61880,Tolono,IL,2796.46
61932,Hume,IL,2796.46
04660,Mount Desert,ME,2567.06
33875,Sebring,FL,2567.06
48610,Alger,MI,2796.46
48878,Rosebush,MI,2796.46
49419,Hamilton,MI,2796.46
49519,Wyoming,MI,2796.46
49534,Grand Rapids,MI,2796.46
38237,Martin,TN,2796.46
38313,Beech Bluff,TN,2796.46
38343,Humboldt,TN,2796.46
38366,Pinson,TN,2796.46
39341,Macon,MS,2567.06
39740,Caledonia,MS,2567.06
61853,Mahomet,IL,2796.46
61866,Rantoul,IL,2796.46
62899,Xenia,IL,2796.46
62928,Eddyville,IL,2796.46
62967,New Burnside,IL,2796.46
34949,Fort Pierce,FL,2567.06
36441,Flomaton,AL,2567.06
33876,Sebring,FL,2567.06
33870,Sebring,FL,2567.06
36480,Uriah,AL,2567.06
48612,Beaverton,MI,2803.86
49408,Fennville,MI,2803.86
62479,Wheeler,IL,2803.86
62889,Texico,IL,2803.86
62897,Whittington,IL,2803.86
39364,Toomsuba,MS,2567.06
42081,Smithland,KY,2803.86
38334,Finger,TN,2803.86
38356,Medon,TN,2803.86
38827,Belmont,MS,2574.46
38860,Okolona,MS,2574.46
38873,Tishomingo,MS,2574.46
46356,Lowell,IN,2803.86
32439,Freeport,FL,2574.46
34205,Bradenton,FL,2574.46
34208,Bradenton,FL,2574.46
04677,Sorrento,ME,2574.46
62808,Ashley,IL,2803.86
48720,Bay Port,MI,2803.86
48886,Six Lakes,MI,2803.86
49341,Rockford,MI,2803.86
49504,Grand Rapids,MI,2803.86
61875,Seymour,IL,2803.86
61940,Metcalf,IL,2803.86
60924,Cissna Park,IL,2811.26
60938,Gilman,IL,2811.26
34203,Bradenton,FL,2574.46
36922,Ward,AL,2574.46
38391,Denmark,TN,2811.26
39328,De Kalb,MS,2574.46
39361,Shuqualak,MS,2574.46
46341,Hebron,IN,2811.26
48652,Rhodes,MI,2811.26
49426,Hudsonville,MI,2811.26
62972,Ozark,IL,2811.26
62424,Dieterich,IL,2811.26
62445,Montrose,IL,2811.26
62883,Scheller,IL,2811.26
62974,Pittsburg,IL,2811.26
32413,Panama City Beach,FL,2574.46
32535,Century,FL,2574.46
34207,Bradenton,FL,2574.46
34209,Bradenton,FL,2574.46
36502,Atmore,AL,2574.46
38226,Dukedom,TN,2811.26
60912,Beaverville,IL,2811.26
48766,Twining,MI,2811.26
49043,Covert,MI,2811.26
04478,Rockwood,ME,2574.46
38379,Stantonville,TN,2811.26
38862,Plantersville,MS,2574.46
34212,Bradenton,FL,2574.46
38357,Michie,TN,2811.26
38801,Tupelo,MS,2581.86
42066,Mayfield,KY,2811.26
42069,Melber,KY,2811.26
33865,Ona,FL,2581.86
38006,Bells,TN,2811.26
62836,Ewing,IL,2811.26
62853,Kell,IL,2811.26
62877,Richview,IL,2811.26
04457,Lincoln,ME,2581.86
04679,Southwest Harbor,ME,2581.86
60964,Saint Anne,IL,2811.26
61872,Sadorus,IL,2811.26
61910,Arcola,IL,2811.26
48703,Au Gres,MI,2811.26
48755,Pigeon,MI,2811.26
49347,Trufant,MI,2811.26
48617,Clare,MI,2818.66
49428,Jenison,MI,2818.66
49435,Marne,MI,2818.66
34952,Port Saint Lucie,FL,2581.86
38804,Tupelo,MS,2581.86
38838,Dennis,MS,2581.86
39773,West Point,MS,2581.86
46307,Crown Point,IN,2818.66
60930,Danforth,IL,2818.66
60949,Ludlow,IL,2818.66
61854,Mansfield,IL,2818.66
61956,Villa Grove,IL,2818.66
62922,Creal Springs,IL,2818.66
62960,Metropolis,IL,2818.66
04417,Burlington,ME,2581.86
04607,Gouldsboro,ME,2581.86
04674,Seal Cove,ME,2589.26
34202,Bradenton,FL,2589.26
34210,Bradenton,FL,2589.26
34983,Port Saint Lucie,FL,2589.26
48765,Turner,MI,2818.66
62812,Benton,IL,2818.66
62931,Elizabethtown,IL,2818.66
38826,Belden,MS,2589.26
39756,Prairie,MS,2589.26
42051,Hickory,KY,2818.66
60911,Ashkum,IL,2818.66
60954,Momence,IL,2818.66
60955,Onarga,IL,2818.66
61840,Dewey,IL,2818.66
61884,White Heath,IL,2818.66
34953,Port Saint Lucie,FL,2589.26
34984,Port Saint Lucie,FL,2589.26
38001,Alamo,TN,2826.06
04653,Bass Harbor,ME,2589.26
38316,Bradford,TN,2826.06
38337,Gadsden,TN,2826.06
38866,Saltillo,MS,2589.26
39759,Starkville,MS,2589.26
62884,Sesser,IL,2826.06
62910,Brookport,IL,2826.06
62440,Lerna,IL,2826.06
62467,Teutopolis,IL,2826.06
62849,Iuka,IL,2826.06
34201,Bradenton,FL,2589.26
34235,Sarasota,FL,2589.26
36910,Jachin,AL,2589.26
60958,Pembroke Township,IL,2826.06
61920,Charleston,IL,2826.06
38315,Bethel Springs,TN,2826.06
48624,Gladwin,MI,2826.06
48850,Lakeview,MI,2826.06
49345,Sparta,MI,2826.06
49401,Allendale,MI,2826.06
04612,Bernard,ME,2589.26
04693,Winter Harbor,ME,2589.26
34215,Cortez,FL,2596.66
36562,Perdido,AL,2596.66
48725,Caseville,MI,2833.46
48893,Weidman,MI,2833.46
61843,Fisher,IL,2833.46
61852,Longview,IL,2833.46
61931,Humboldt,IL,2833.46
38392,Mercer,TN,2833.46
38834,Corinth,MS,2596.66
42053,Kevil,KY,2833.46
46303,Cedar Lake,IN,2833.46
34211,Bradenton,FL,2589.26
39342,Marion,MS,2596.66
46410,Merrillville,IN,2833.46
04669,Prospect Harbor,ME,2596.66
04680,Steuben,ME,2596.66
62819,Buckner,IL,2833.46
62893,Walnut Hill,IL,2833.46
60957,Paxton,IL,2833.46
61851,Ivesdale,IL,2833.46
61863,Pesotum,IL,2833.46
61919,Camargo,IL,2833.46
32565,Jay,FL,2596.66
33852,Lake Placid,FL,2596.66
34217,Bradenton Beach,FL,2596.66
34234,Sarasota,FL,2596.66
34243,Sarasota,FL,2596.66
48622,Farwell,MI,2833.46
48731,Elkton,MI,2833.46
49340,Remus,MI,2833.46
49404,Coopersville,MI,2833.46
48661,West Branch,MI,2833.46
48770,Whittemore,MI,2833.46
49310,Blanchard,MI,2833.46
04613,Birch Harbor,ME,2596.66
38381,Toone,TN,2833.46
46347,Kouts,IN,2833.46
46409,Gary,IN,2833.46
32568,Mc David,FL,2596.66
33857,Lorida,FL,2596.66
34236,Sarasota,FL,2596.66
34240,Sarasota,FL,2596.66
34957,Jensen Beach,FL,2596.66
36482,Whatley,AL,2596.66
62469,Trilla,IL,2833.46
62982,Rosiclare,IL,2833.46
60927,Clifton,IL,2833.46
60940,Grant Park,IL,2840.86
61856,Monticello,IL,2840.86
49319,Cedar Springs,MI,2840.86
49464,Zeeland,MI,2840.86
62822,Christopher,IL,2840.86
62881,Salem,IL,2840.86
38382,Trenton,TN,2840.86
38849,Guntown,MS,2596.66
39301,Meridian,MS,2596.66
46373,Saint John,IN,2840.86
46408,Gary,IN,2840.86
32536,Crestview,FL,2596.66
32539,Crestview,FL,2596.66
34232,Sarasota,FL,2596.66
38012,Brownsville,TN,2840.86
32531,Baker,FL,2596.66
34228,Longboat Key,FL,2596.66
34233,Sarasota,FL,2596.66
60968,Thawville,IL,2840.86
61839,De Land,IL,2840.86
61842,Farmer City,IL,2840.86
61845,Foosland,IL,2840.86
04622,Cherryfield,ME,2596.66
38375,Selmer,TN,2840.86
42027,Boaz,KY,2840.86
49330,Kent City,MI,2840.86
62401,Effingham,IL,2840.86
62801,Centralia,IL,2840.86
62803,Hoyleton,IL,2840.86
62831,Du Bois,IL,2840.86
62896,West Frankfort,IL,2840.86
60918,Buckley,IL,2848.26
60948,Loda,IL,2848.26
60959,Piper City,IL,2848.26
61911,Arthur,IL,2848.26
32459,Santa Rosa Beach,FL,2604.06
34237,Sarasota,FL,2604.06
34239,Sarasota,FL,2604.06
34994,Stuart,FL,2604.06
34996,Stuart,FL,2604.06
36736,Dixons Mills,AL,2604.06
49318,Casnovia,MI,2848.26
04624,Corea,ME,2604.06
42035,Cunningham,KY,2848.26
42039,Fancy Farm,KY,2848.26
42056,La Center,KY,2848.26
46375,Schererville,IN,2848.26
38828,Blue Springs,MS,2604.06
38868,Shannon,MS,2604.06
39741,Cedarbluff,MS,2604.06
42088,Wingo,KY,2848.26
46319,Griffith,IN,2848.26
46342,Hobart,IN,2848.26
60922,Chebanse,IL,2848.26
62870,Odin,IL,2848.26
04455,Lee,ME,2604.06
04495,Winn,ME,2604.06
04609,Bar Harbor,ME,2604.06
04658,Milbridge,ME,2604.06
34242,Sarasota,FL,2604.06
34997,Stuart,FL,2604.06
36550,Little River,AL,2604.06
36916,Pennington,AL,2604.06
34231,Sarasota,FL,2604.06
38008,Bolivar,TN,2848.26
38846,Glen,MS,2604.06
39307,Meridian,MS,2604.06
62473,Watson,IL,2848.26
62865,Mulkeytown,IL,2848.26
48756,Prescott,MI,2848.26
49332,Mecosta,MI,2848.26
49423,Holland,MI,2848.26
49424,Holland,MI,2848.26
49448,Nunica,MI,2848.26
34241,Sarasota,FL,2611.46
34266,Arcadia,FL,2611.46
34990,Palm City,FL,2611.46
61938,Mattoon,IL,2848.26
61953,Tuscola,IL,2848.26
62263,Nashville,IL,2848.26
62462,Sigel,IL,2848.26
62890,Thompsonville,IL,2848.26
04459,Mattawamkeag,ME,2611.46
04685,Swans Island,ME,2611.46
38824,Baldwyn,MS,2611.46
39305,Meridian,MS,2611.46
42024,Barlow,KY,2848.26
46402,Gary,IN,2848.26
46404,Gary,IN,2848.26
46407,Gary,IN,2848.26
38339,Guys,TN,2848.26
38367,Ramer,TN,2848.26
38851,Houston,MS,2611.46
38859,New Site,MS,2611.46
46311,Dyer,IN,2848.26
46403,Gary,IN,2848.26
46405,Lake Station,IN,2848.26
46406,Gary,IN,2848.26
36451,Grove Hill,AL,2611.46
36904,Butler,AL,2611.46
38034,Friendship,TN,2848.26
48654,Rose City,MI,2848.26
49303,Bailey,MI,2848.26
49343,Sand Lake,MI,2848.26
49403,Conklin,MI,2848.26
60401,Beecher,IL,2848.26
60901,Kankakee,IL,2848.26
60962,Roberts,IL,2848.26
61882,Weldon,IL,2848.26
62888,Tamaroa,IL,2848.26
62999,Zeigler,IL,2848.26
62461,Shumway,IL,2855.66
62807,Alma,IL,2855.66
62882,Sandoval,IL,2855.66
62951,Johnston City,IL,2855.66
32578,Niceville,FL,2611.46
38330,Dyer,TN,2855.66
60921,Chatsworth,IL,2855.66
60936,Gibson City,IL,2855.66
61813,Bement,IL,2855.66
04460,Medway,ME,2611.46
04643,Harrington,ME,2611.46
49451,Ravenna,MI,2855.66
48625,Harrison,MI,2855.66
49339,Pierson,MI,2855.66
32580,Valparaiso,FL,2618.86
36782,Sweet Water,AL,2618.86
39335,Lauderdale,MS,2618.86
46322,Highland,IN,2855.66
61724,Bellflower,IL,2855.66
60914,Bourbonnais,IL,2870.46
60915,Bradley,IL,2870.46
62250,Hoffman,IL,2870.46
48632,Lake,MI,2870.46
48739,Hale,MI,2870.46
49305,Barryton,MI,2870.46
62908,Belknap,IL,2870.46
39320,Bailey,MS,2618.86
39354,Preston,MS,2618.86
39755,Pheba,MS,2618.86
42023,Bardwell,KY,2870.46
42085,Water Valley,KY,2870.46
46323,Hammond,IN,2870.46
46324,Hammond,IN,2870.46
46368,Portage,IN,2870.46
04430,East Millinocket,ME,2618.86
32564,Holt,FL,2618.86
34238,Sarasota,FL,2626.26
48656,Saint Helen,MI,2870.46
48748,National City,MI,2870.46
49327,Grant,MI,2870.46
60929,Cullom,IL,2870.46
61735,Dewitt,IL,2870.46
61752,Le Roy,IL,2870.46
61830,Cisco,IL,2870.46
62443,Mason,IL,2870.46
38850,Houlka,MS,2626.26
38856,Marietta,MS,2626.26
39769,Sturgis,MS,2626.26
38369,Rutherford,TN,2870.46
38863,Pontotoc,MS,2626.26
34229,Osprey,FL,2626.26
34251,Myakka City,FL,2626.26
36507,Bay Minette,AL,2626.26
62983,Royalton,IL,2870.46
04606,Addison,ME,2626.26
04623,Columbia Falls,ME,2626.26
60425,Glenwood,IL,2870.46
60952,Melvin,IL,2870.46
61928,Gays,IL,2870.46
60438,Lansing,IL,2885.26
60946,Kempton,IL,2885.26
42087,Wickliffe,KY,2885.26
46320,Hammond,IN,2885.26
48635,Lupton,MI,2885.26
48763,Tawas City,MI,2885.26
49415,Fruitport,MI,2885.26
49456,Spring Lake,MI,2885.26
49460,West Olive,MI,2885.26
04487,Springfield,ME,2626.26
32577,Molino,FL,2626.26
34275,Nokomis,FL,2626.26
36540,Gainestown,AL,2626.26
38037,Gates,TN,2885.26
62271,Okawville,IL,2885.26
62447,Neoga,IL,2885.26
62463,Stewardson,IL,2885.26
62854,Kinmundy,IL,2885.26
62956,Karnak,IL,2885.26
62501,Argenta,IL,2885.26
62832,Du Quoin,IL,2885.26
62959,Marion,IL,2885.26
62995,Vienna,IL,2885.26
38652,New Albany,MS,2641.06
39325,Collinsville,MS,2641.06
39326,Daleville,MS,2641.06
46321,Munster,IN,2885.26
60411,Chicago Heights,IL,2885.26
60476,Thornton,IL,2885.26
61741,Forrest,IL,2885.26
62214,Addieville,IL,2885.26
33455,Hobe Sound,FL,2641.06
34972,Okeechobee,FL,2641.06
34974,Okeechobee,FL,2641.06
36436,Dickinson,AL,2641.06
36579,Stockton,AL,2641.06
36912,Lisman,AL,2641.06
49342,Rodney,MI,2885.26
04686,Wesley,ME,2641.06
39750,Maben,MS,2641.06
39752,Mathiston,MS,2641.06
46327,Hammond,IN,2892.66
62274,Pinckneyville,IL,2892.66
62411,Altamont,IL,2892.66
62414,Beecher City,IL,2892.66
62932,Elkville,IL,2892.66
62948,Herrin,IL,2892.66
49329,Howard City,MI,2892.66
49417,Grand Haven,MI,2892.66
49450,Pullman,MI,2892.66
60422,Flossmoor,IL,2892.66
60461,Olympia Fields,IL,2892.66
60950,Manteno,IL,2892.66
61855,Milmine,IL,2892.66
34285,Venice,FL,2641.06
34956,Indiantown,FL,2641.06
38044,Hornsby,TN,2892.66
38069,Stanton,TN,2892.66
34269,Arcadia,FL,2641.06
38040,Halls,TN,2892.66
38042,Hickory Valley,TN,2892.66
39323,Chunky,MS,2641.06
39776,Woodland,MS,2641.06
42021,Arlington,KY,2892.66
42041,Fulton,KY,2892.66
60466,Park Forest,IL,2892.66
60475,Steger,IL,2892.66
60919,Cabery,IL,2892.66
61773,Sibley,IL,2892.66
48743,Long Lake,MI,2892.66
49453,Saugatuck,MI,2892.66
48730,East Tawas,MI,2900.06
49322,Coral,MI,2900.06
49337,Newaygo,MI,2900.06
34292,Venice,FL,2655.86
60409,Calumet City,IL,2900.06
61736,Downs,IL,2900.06
62875,Patoka,IL,2900.06
38257,South Fulton,TN,2900.06
42031,Clinton,KY,2900.06
46312,East Chicago,IN,2900.06
38233,Kenton,TN,2900.06
38829,Booneville,MS,2655.86
38841,Ecru,MS,2655.86
38878,Vardaman,MS,2655.86
46394,Whiting,IN,2900.06
04462,Millinocket,ME,2655.86
62444,Mode,IL,2900.06
62465,Strasburg,IL,2900.06
62554,Oreana,IL,2900.06
62933,Energy,IL,2900.06
60417,Crete,IL,2900.06
60473,South Holland,IL,2900.06
61770,Saybrook,IL,2900.06
61913,Atwood,IL,2900.06
61957,Windsor,IL,2900.06
62231,Carlyle,IL,2900.06
60443,Matteson,IL,2900.06
61769,Saunemin,IL,2900.06
61818,Cerro Gordo,IL,2900.06
62218,Bartelso,IL,2900.06
49442,Muskegon,MI,2900.06
62838,Farina,IL,2900.06
62914,Cairo,IL,2900.06
62941,Grand Chain,IL,2900.06
62943,Grantsburg,IL,2900.06
32533,Cantonment,FL,2663.26
32541,Destin,FL,2663.26
36915,Needham,AL,2663.26
38052,Middleton,TN,2900.06
32550,Miramar Beach,FL,2663.26
33960,Venus,FL,2663.26
34293,Venice,FL,2663.26
38075,Whiteville,TN,2907.46
60471,Richton Park,IL,2907.46
60633,Chicago,IL,2907.46
60913,Bonfield,IL,2907.46
61739,Fairbury,IL,2907.46
61775,Strawn,IL,2907.46
38683,Walnut,MS,2663.26
39363,Stonewall,MS,2663.26
62268,Oakdale,IL,2907.46
62892,Vernon,IL,2907.46
62918,Carterville,IL,2907.46
62985,Simpson,IL,2907.46
48651,Prudenville,MI,2907.46
49440,Muskegon,MI,2907.46
49444,Muskegon,MI,2907.46
49679,Sears,MI,2907.46
48761,South Branch,MI,2907.46
49441,Muskegon,MI,2907.46
60419,Dolton,IL,2907.46
60430,Homewood,IL,2907.46
60941,Herscher,IL,2907.46
61727,Clinton,IL,2907.46
61745,Heyworth,IL,2907.46
36545,Jackson,AL,2663.26
38024,Dyersburg,TN,2907.46
38063,Ripley,TN,2907.46
62422,Cowden,IL,2907.46
62458,Saint Elmo,IL,2907.46
62912,Buncombe,IL,2907.46
62924,De Soto,IL,2907.46
39332,Hickory,MS,2663.26
39735,Ackerman,MS,2663.26
04648,Jonesboro,ME,2663.26
04451,Kingman,ME,2670.66
04733,Benedicta,ME,2670.66
60917,Buckingham,IL,2914.86
61731,Cropsey,IL,2914.86
49336,Morley,MI,2914.86
38650,Myrtle,MS,2670.66
38871,Thaxton,MS,2670.66
39744,Eupora,MS,2670.66
36727,Campbell,AL,2670.66
36921,Toxey,AL,2670.66
38041,Henning,TN,2914.86
38059,Newbern,TN,2914.86
32542,Eglin AFB,FL,2670.66
38039,Grand Junction,TN,2914.86
60468,Peotone,IL,2914.86
60478,Country Club Hills,IL,2914.86
60827,Riverdale,IL,2914.86
61951,Sullivan,IL,2914.86
62245,Germantown,IL,2914.86
39330,Enterprise,MS,2670.66
39355,Quitman,MS,2670.66
42032,Columbus,KY,2914.86
49631,Evart,MI,2914.86
62923,Cypress,IL,2914.86
62880,Saint Peter,IL,2922.26
62939,Goreville,IL,2922.26
36578,Stapleton,AL,2670.66
38019,Covington,TN,2922.26
38049,Mason,TN,2922.26
48647,Mio,MI,2922.26
60423,Frankfort,IL,2922.26
60426,Harvey,IL,2922.26
60428,Markham,IL,2922.26
61705,Bloomington,IL,2922.26
61929,Hammond,IL,2922.26
38674,Tiplersville,MS,2670.66
38864,Randolph,MS,2670.66
62526,Decatur,IL,2922.26
62885,Shobonier,IL,2922.26
62970,Olmsted,IL,2922.26
04649,Jonesport,ME,2678.06
60449,Monee,IL,2922.26
60484,University Park,IL,2922.26
60617,Chicago,IL,2922.26
61720,Anchor,IL,2922.26
61722,Arrowsmith,IL,2922.26
32570,Milton,FL,2678.06
32579,Shalimar,FL,2678.06
32583,Milton,FL,2678.06
36524,Coffeeville,AL,2678.06
36572,Satsuma,AL,2678.06
36908,Gilbertown,AL,2678.06
48629,Houghton Lake,MI,2922.26
49445,Muskegon,MI,2922.26
60418,Crestwood,IL,2678.06
49665,Marion,MI,2922.26
62535,Forsyth,IL,2922.26
38259,Trimble,TN,2922.26
38865,Rienzi,MS,2678.06
38916,Calhoun City,MS,2678.06
32534,Pensacola,FL,2678.06
34291,North Port,FL,2678.06
60429,Hazel Crest,IL,2922.26
60448,Mokena,IL,2922.26
60469,Posen,IL,2922.26
60472,Robbins,IL,2922.26
62265,New Baden,IL,2922.26
60452,Oak Forest,IL,2929.66
61701,Bloomington,IL,2929.66
62418,Brownstown,IL,2929.66
62521,Decatur,IL,2929.66
62523,Decatur,IL,2929.66
62901,Carbondale,IL,2929.66
62902,Carbondale,IL,2929.66
62963,Mound City,IL,2929.66
62964,Mounds,IL,2929.66
62994,Vergennes,IL,2929.66
48653,Roscommon,MI,2929.66
49349,White Cloud,MI,2929.66
34224,Englewood,FL,2685.46
36525,Creola,AL,2685.46
38030,Finley,TN,2929.66
38061,Pocahontas,TN,2929.66
38068,Somerville,TN,2929.66
38610,Blue Mountain,MS,2685.46
39771,Walthall,MS,2685.46
38261,Union City,TN,2929.66
38625,Dumas,MS,2685.46
38627,Etta,MS,2685.46
38629,Falkner,MS,2685.46
38633,Hickory Flat,MS,2685.46
39751,Mantee,MS,2685.46
39772,Weir,MS,2685.46
62426,Edgewood,IL,2929.66
62522,Decatur,IL,2929.66
60445,Midlothian,IL,2929.66
60481,Wilmington,IL,2929.66
60934,Emington,IL,2929.66
60961,Reddick,IL,2929.66
61749,Kenney,IL,2929.66
61777,Wapella,IL,2929.66
62230,Breese,IL,2929.66
62238,Cutler,IL,2929.66
33458,Jupiter,FL,2685.46
36548,Leroy,AL,2685.46
04776,Sherman,ME,2685.46
49412,Fremont,MI,2929.66
48750,Oscoda,MI,2929.66
49346,Stanwood,MI,2929.66
62431,Herrick,IL,2929.66
62438,Lakewood,IL,2929.66
62903,Carbondale,IL,2929.66
39345,Newton,MS,2685.46
04654,Machias,ME,2685.46
04777,Stacyville,ME,2685.46
60406,Blue Island,IL,2929.66
60408,Braidwood,IL,2929.66
60477,Tinley Park,IL,2929.66
60628,Chicago,IL,2929.66
60649,Chicago,IL,2929.66
60803,Alsip,IL,2929.66
60935,Essex,IL,2929.66
61704,Bloomington,IL,2929.66
61728,Colfax,IL,2929.66
61737,Ellsworth,IL,2929.66
61761,Normal,IL,2929.66
61772,Shirley,IL,2929.66
32547,Fort Walton Beach,FL,2685.46
32548,Fort Walton Beach,FL,2685.46
33418,Palm Beach Gardens,FL,2685.46
33477,Jupiter,FL,2685.46
33478,Jupiter,FL,2685.46
36505,Axis,AL,2685.46
36571,Saraland,AL,2685.46
32505,Pensacola,FL,2692.86
33469,Jupiter,FL,2692.86
34223,Englewood,FL,2692.86
34286,North Port,FL,2692.86
34287,North Port,FL,2692.86
36585,Wagarville,AL,2692.86
38011,Brighton,TN,2929.66
38067,Saulsbury,TN,2929.66
48737,Glennie,MI,2929.66
49457,Twin Lake,MI,2929.66
60487,Tinley Park,IL,2929.66
61726,Chenoa,IL,2929.66
38647,Michigan City,MS,2692.86
39347,Pachuta,MS,2692.86
39737,Bellefontaine,MS,2692.86
39339,Louisville,MS,2692.86
34289,North Port,FL,2692.86
36569,Saint Stephens,AL,2692.86
38015,Burlison,TN,2937.06
38047,Lenox,TN,2937.06
62549,Mt Zion,IL,2937.06
62565,Shelbyville,IL,2937.06
62573,Warrensburg,IL,2937.06
63834,Charleston,MO,2692.86
60621,Chicago,IL,2937.06
60637,Chicago,IL,2937.06
61754,Mc Lean,IL,2937.06
61764,Pontiac,IL,2937.06
61914,Bethany,IL,2937.06
62215,Albers,IL,2937.06
60451,New Lenox,IL,2937.06
60453,Oak Lawn,IL,2937.06
60463,Palos Heights,IL,2937.06
60615,Chicago,IL,2937.06
60619,Chicago,IL,2937.06
60643,Chicago,IL,2937.06
62237,Coulterville,IL,2937.06
62258,Mascoutah,IL,2937.06
32569,Mary Esther,FL,2692.86
36527,Spanish Fort,AL,2692.86
36551,Loxley,AL,2692.86
38060,Oakland,TN,2937.06
62272,Percy,IL,2937.06
62293,Trenton,IL,2937.06
62471,Vandalia,IL,2937.06
62996,Villa Ridge,IL,2937.06
48621,Fairview,MI,2937.06
48636,Luzerne,MI,2937.06
04497,Wytopitlock,ME,2692.86
04490,Topsfield,ME,2700.26
04630,East Machias,ME,2700.26
60407,Braceville,IL,2937.06
60415,Chicago Ridge,IL,2937.06
60467,Orland Park,IL,2937.06
60620,Chicago,IL,2937.06
60636,Chicago,IL,2937.06
60655,Chicago,IL,2937.06
60805,Evergreen Park,IL,2937.06
61756,Maroa,IL,2937.06
62216,Aviston,IL,2937.06
62254,Lebanon,IL,2937.06
38663,Ripley,MS,2700.26
39336,Lawrence,MS,2700.26
32503,Pensacola,FL,2700.26
33410,Palm Beach Gardens,FL,2700.26
36611,Mobile,AL,2700.26
36613,Eight Mile,AL,2700.26
36919,Silas,AL,2700.26
38076,Williston,TN,2937.06
62286,Sparta,IL,2937.06
62512,Beason,IL,2937.06
62906,Anna,IL,2937.06
62288,Steeleville,IL,2944.46
62518,Chestnut,IL,2944.46
62926,Dongola,IL,2944.46
62938,Golconda,IL,2944.46
62966,Murphysboro,IL,2944.46
60420,Dwight,IL,2944.46
60456,Hometown,IL,2944.46
60482,Worth,IL,2944.46
60609,Chicago,IL,2944.46
60653,Chicago,IL,2944.46
61778,Waynesville,IL,2944.46
61937,Lovington,IL,2944.46
62225,Scott Air Force Base,IL,2944.46
62253,Keyesport,IL,2944.46
62257,Marissa,IL,2944.46
32501,Pensacola,FL,2700.26
32502,Pensacola,FL,2700.26
32504,Pensacola,FL,2700.26
32514,Pensacola,FL,2700.26
36612,Mobile,AL,2700.26
36913,Melvin,AL,2700.26
49639,Hersey,MI,2944.46
39327,Decatur,MS,2700.26
39767,Stewart,MS,2700.26
42050,Hickman,KY,2944.46
38253,Rives,TN,2944.46
39108,Mc Cool,MS,2707.66
39745,French Camp,MS,2707.66
62952,Jonesboro,IL,2944.46
62969,Olive Branch,IL,2944.46
60432,Joliet,IL,2944.46
60459,Burbank,IL,2944.46
60464,Palos Park,IL,2944.46
60629,Chicago,IL,2944.46
32526,Pensacola,FL,2707.66
32544,Hurlburt Field,FL,2707.66
32571,Milton,FL,2707.66
33403,West Palm Beach,FL,2707.66
33412,West Palm Beach,FL,2707.66
33947,Rotonda West,FL,2707.66
34288,North Port,FL,2707.66
38002,Arlington,TN,2944.46
33408,North Palm Beach,FL,2707.66
36610,Mobile,AL,2707.66
38058,Munford,TN,2951.86
38675,Oxford,MS,2707.66
39356,Rose Hill,MS,2707.66
04765,Patten,ME,2707.66
60442,Manhattan,IL,2951.86
60457,Hickory Hills,IL,2951.86
60462,Orland Park,IL,2951.86
60465,Palos Hills,IL,2951.86
60632,Chicago,IL,2951.86
61776,Towanda,IL,2951.86
49425,Holton,MI,2951.86
49461,Whitehall,MI,2951.86
49657,Mc Bain,MI,2951.86
62962,Miller City,IL,2951.86
62269,O Fallon,IL,2951.86
62543,Latham,IL,2951.86
62958,Makanda,IL,2951.86
38260,Troy,TN,2951.86
39360,Shubuta,MS,2707.66
32506,Pensacola,FL,2707.66
33413,West Palm Beach,FL,2707.66
36574,Seminole,AL,2707.66
36617,Mobile,AL,2707.66
38028,Eads,TN,2951.86
49307,Big Rapids,MI,2951.86
49437,Montague,MI,2951.86
49667,Merritt,MI,2951.86
49677,Reed City,MI,2951.86
04424,Danforth,ME,2707.66
04655,Machiasport,ME,2707.66
60433,Joliet,IL,2951.86
60458,Justice,IL,2951.86
60608,Chicago,IL,2951.86
60616,Chicago,IL,2951.86
60652,Chicago,IL,2951.86
60661,Chicago,IL,2951.86
61723,Atlanta,IL,2951.86
61748,Hudson,IL,2951.86
62243,Freeburg,IL,2951.86
60455,Bridgeview,IL,2959.26
60605,Chicago,IL,2959.26
60654,Chicago,IL,2959.26
61925,Dalton City,IL,2959.26
38240,Obion,TN,2959.26
39092,Lake,MS,2715.06
39366,Vossburg,MS,2715.06
62571,Tower Hill,IL,2959.26
62916,Campbell Hill,IL,2959.26
62920,Cobden,IL,2959.26
62988,Tamms,IL,2959.26
63823,Bertrand,MO,2715.06
32507,Pensacola,FL,2715.06
33404,West Palm Beach,FL,2715.06
33407,West Palm Beach,FL,2715.06
33946,Placida,FL,2715.06
36526,Daphne,AL,2715.06
36567,Robertsdale,AL,2715.06
36607,Mobile,AL,2715.06
36618,Mobile,AL,2715.06
38080,Ridgely,TN,2959.26
48619,Comins,MI,2959.26
49632,Falmouth,MI,2959.26
39346,Noxapater,MS,2715.06
39348,Paulding,MS,2715.06
60431,Joliet,IL,2959.26
